(-82.428491075816837, -82.428491075816837, -82.428491075816837, -82.428491075816837)
(-81.335933961785486, -81.335933961785486, -81.335933961785486, -81.335933961785486)
(-80.244887685330525, -80.244887685330525, -80.244887685330525, -80.244887685330525)
(-79.155593558295408, -79.155593558295408, -79.155593558295408, -79.155593558295408)
(-78.068287654664331, -78.068287654664331, -78.068287654664331, -78.068287654664331)
(-76.983200856075186, -76.983200856075186, -76.983200856075186, -76.983200856075186)
(-75.900558897718611, -75.900558897718611, -75.900558897718611, -75.900558897718611)
(-74.820582414603564, -74.820582414603564, -74.820582414603564, -74.820582414603564)
(-73.743486988170957, -73.743486988170957, -73.743486988170957, -73.743486988170957)
(-72.669483193236545, -72.669483193236545, -72.669483193236545, -72.669483193236545)
(-71.598776645245024, -71.598776645245024, -71.598776645245024, -71.598776645245024)
(-70.531568047817302, -70.531568047817302, -70.531568047817302, -70.531568047817302)
(-69.468053240573383, -69.468053240573383, -69.468053240573383, -69.468053240573383)
(-68.408423247213264, -68.408423247213264, -68.408423247213264, -68.408423247213264)
(-67.352864323839128, -67.352864323839128, -67.352864323839128, -67.352864323839128)
(-66.301558007501583, -66.301558007501583, -66.301558007501583, -66.301558007501583)
(-65.254681164953723, -65.254681164953723, -65.254681164953723, -65.254681164953723)
(-64.212406041596651, -64.212406041596651, -64.212406041596651, -64.212406041596651)
(-63.174900310600336, -63.174900310600336, -63.174900310600336, -63.174900310600336)
(-62.14232712218454, -62.14232712218454, -62.14232712218454, -62.14232712218454)
(-61.114845153043582, -61.114845153043582, -61.114845153043582, -61.114845153043582)
(-60.092608655900825, -60.092608655900825, -60.092608655900825, -60.092608655900825)
(-59.075767509176949, -59.075767509176949, -59.075767509176949, -59.075767509176949)
(-58.064467266758157, -58.064467266758157, -58.064467266758157, -58.064467266758157)
(-57.058849207849526, -57.058849207849526, -57.058849207849526, -57.058849207849526)
(-56.059050386899571, -56.059050386899571, -56.059050386899571, -56.059050386899571)
(-55.06520368358207, -55.06520368358207, -55.06520368358207, -55.06520368358207)
(-54.077437852821866, -54.077437852821866, -54.077437852821866, -54.077437852821866)
(-53.095877574850888, -53.095877574850888, -53.095877574850888, -53.095877574850888)
(-52.120643505281649, -52.120643505281649, -52.120643505281649, -52.120643505281649)
(-188.19025292450166, 174.30365795285505, 114.80974707549834, -128.69634204714495)
(-143.42933677402604, 141.96537333595555, 95.165607536665746, -96.629570974736239)
(-138.74696493182864, 144.68701590515704, 98.197299493083776, -92.257248519755365)
(-133.83291151392169, 147.00478104844828, 100.89245594340449, -87.720586408877878)
(-128.89682545682325, 149.10875011098287, 103.37745985850515, -83.165535204345531)
(-123.94743896602024, 151.00075689162628, 105.65429539949874, -78.600977473892712)
(-118.99414657949534, 152.68404007292051, 107.72602841177029, -74.036134918345127)
(-114.04598762013438, 154.16222035037765, 109.59611092114734, -69.479878190904088)
(-109.11163847247973, 155.43927710874382, 111.26835613214764, -64.940717495883533)
(-104.19940190039033, 156.51951990591473, 112.74690991204054, -60.426791906516129)
(-99.317198370446278, 157.40756015375493, 114.03622246279632, -55.94586067948768)
(-94.472559283726795, 158.1082830894002, 115.14102028312064, -51.505296477447239)
(-89.672622037864613, 158.6268201491682, 116.06627853266689, -47.112080421363316)
(-84.924126836232759, 158.96852184790103, 116.81719390126099, -42.772798889592721)
(-80.233415157037768, 159.13893125738412, 117.39915807679439, -38.493641976448053)
(-75.606429791836518, 159.14375816836358, 117.81773189631734, -34.280403519790298)
(-71.048716360505153, 158.98885401166805, 118.07862025585003, -30.13848260468712)
(-66.565426207945748, 158.68018760509398, 118.18764784558009, -26.072886448431852)
(-62.161320586763345, 158.22382178407864, 118.15073576848229, -22.088234571167)
(-57.840776029745932, 157.62589096581027, 117.97387909201898, -18.18876415595464)
(-53.607790816182067, 156.8925796883446, 117.66312537450125, -14.378336502338733)
(-49.465992436810545, 156.0301021585463, 117.2245541999397, -10.66044447820396)
(-45.418645963464058, 155.0446828352776, 116.66425774781621, -7.0382208760026597)
(-41.468663231197937, 153.94253806724055, 115.9883224171938, -3.5144475811512002)
(-37.618612742838323, 152.72985879825742, 115.20281151795817, -0.091565462539063613)
(-33.870730208393006, 151.4127943465619, 114.31374903577363, 3.2283151023952699)
(-30.226929634602659, 149.99743725888123, 113.32710447154257, 6.4434031527359954)
(-26.68881488301723, 148.48980923471817, 112.24877875078728, 9.5522156009136481)
(-23.25769161833076, 146.89584811129777, 111.08459119342768, 12.553565299539317)
(-19.934579572246722, 145.22139589512236, 109.84026752990808, 15.446548792967562)
(-16.720225051844235, 143.4721878219749, 108.52142894552163, 18.230533824609026)
(-13.615113625232695, 141.6538424235217, 107.13358213109281, 20.905146667196188)
(-10.619482921186082, 139.77185257537406, 105.68211031488583, 23.470259339302132)
(-7.7333354834055532, 137.83157749857202, 104.17226524771122, 25.92597676745525)
(-4.9564516240422671, 135.83823568392924, 102.60916011067756, 28.272623949209404)
(-2.2884022250916316, 133.79689870651862, 100.99776331287731, 30.51073316854967)
(0.27143855977530196, 131.712485895763, 99.342893144478239, 32.641031311060047)
(2.72388074647517, 129.58975982510802, 97.649213249206781, 34.664427322376405)
(5.0699061445661453, 127.43332258407759, 95.921228879031048, 36.581999849612686)
(7.3106562000416062, 125.24761279462611, 94.163283892966078, 38.394985101701643)
(9.4474200891682187, 123.03690333308965, 92.379558461311163, 40.104764960946724)
(11.481623092144188, 120.80529971867712, 90.574067436267953, 41.712855374553342)
(13.414815271953181, 118.5567391293165, 88.750659349762486, 43.220895051507192)
(15.248660480525841, 116.29499000576195, 86.913015999383418, 44.630634486904363)
(16.984925711203463, 114.02365220514974, 85.064652583633205, 45.943925332719999)
(18.625470813530182, 111.74615766565641, 83.208918348151556, 47.162710131035027)
(20.172238583590758, 109.46577154453303, 81.348997705193256, 48.28901242293054)
(21.627245240458095, 107.18559379255569, 79.487911789406752, 49.324927243607021)
(22.992571296823243, 104.90856112882133, 77.628520413850111, 50.272612011794479)
(24.270352829551776, 102.63744938081915, 75.773524391180857, 51.134277819190068)
(25.46277315373996, 100.37487615580086, 73.92546818605048, 51.912181123490342)
(26.572054901835536, 98.123303810648011, 72.086742865907453, 52.608615846576093)
(27.600452507533383, 95.885042688673806, 70.259589318653425, 53.22590587755375)
(28.550245092458006, 93.662254593090637, 68.446101706890033, 53.76639797865861)
(29.423729752093859, 91.456956468209341, 66.648231129828133, 54.232455090475057)
(30.223215236020717, 89.27102426080053, 64.867789465296951, 54.626450031524307)
(30.951016016245593, 87.106196935433459, 63.106453365673516, 54.950759586005539)
(31.609446736294629, 84.964080619003653, 61.365768382950598, 55.207758972347676)
(32.200817032725894, 82.846152851056686, 59.647153199555575, 55.399816684227005)
(32.727426719848467, 80.753766917907825, 57.951903942926286, 55.529289694830013)
(33.191561327671131, 78.688156249934835, 56.281198563226347, 55.598519014379612)
(33.59548798245492, 76.650438862780675, 54.636101254942702, 55.609825590292893)
(33.941451618697783, 74.641621824537069, 53.017566904441196, 55.565506538793656)
(34.231671510931527, 72.662605732284106, 51.426445546861125, 55.467831696354502)
(34.468338113355514, 70.714189182631898, 49.86348681700008, 55.319040478987333)
(34.65361019505891, 68.797073222143169, 48.329344380072492, 55.121339037129594)
(34.789612258392289, 66.91186576470767, 46.824580329418588, 54.876897693681364)
(34.878432227927874, 65.059085964088354, 45.349669539387932, 54.587848652628296)
(34.922119397396962, 63.239168530963546, 43.905003962727172, 54.256283965633337)
(0.0, 0.0, 0.0, 0.0)
^Croot@qrb5165-rb5:~/rosws# rosrun rb5_control mpi_twist_control_de.py 

Version:2.7.17 (default, Jul  1 2022, 15:56:32) 
[GCC 7.5.0]
init MegaPi
<megapi_python2.mSerial instance at 0x7fbbb48e10>
(-132.95080014550999, 149.71487723088788, 103.22516081881462, -86.461083733436709)
(-127.93201997023888, 151.81127792720736, 105.69895282216356, -81.819694865195089)
(-122.90094401157629, 153.69340251523465, 107.96211226275693, -77.169653759098566)
(-117.86619870873172, 155.36348359210979, 110.01702209998224, -72.519737216604184)
(-112.83701492316169, 156.82517893335984, 111.86716727220961, -67.87900326201148)
(-107.82225147500721, 158.08251137219796, 113.51640194296765, -63.256142045776912)
(-102.83038854285974, 159.13984513484431, 114.96892415824813, -58.659467566263551)
(-97.869518307970893, 160.00185689566575, 116.22924690179156, -54.096908314096694)
(-92.947337591212843, 160.67350712034127, 117.30216942938266, -49.575999900254246)
(-88.071142381136667, 161.16001178617091, 118.19274897989135, -45.10387957485711)
(-83.247824170068398, 161.46681458784633, 118.90627297134502, -40.687282553567101)
(-78.483868010569282, 161.5995597274883, 119.44823178084826, -36.332540063929244)
(-73.785352200935421, 161.5640653784107, 119.82429219782098, -32.045579020345713)
(-69.157949505576639, 161.36629790281827, 120.04027163077204, -27.831923233530414)
(-64.606929814044975, 161.01234689453284, 120.10211313871481, -23.696696058226948)
(-60.137164141148411, 160.50840110893796, 120.01586134942407, -19.644624381634522)
(-55.7531298699285, 159.86072533366294, 119.7876393180666, -15.680043854332157)
(-51.458917139265672, 159.07563824515475, 119.42362637136345, -11.806905265474382)
(-47.258236278446674, 158.15949128823118, 118.93003697438783, -8.0287819646033363)
(-43.154426192140868, 157.11864860800864, 118.31310064940205, -4.3488782335342817)
(-39.150463600835792, 155.95946805627563, 117.57904296881424, -0.77003851337438967)
(-35.248973043828492, 154.68828328746091, 116.73406763741416, 2.7052426062182442)
(-31.452237554311104, 153.31138695283519, 115.78433967253594, 6.0748097259881568)
(-27.762209918876252, 151.83501499550059, 114.73596968471232, 9.3368353919120235)
(-24.180524436861678, 150.2653320430729, 113.59499925573424, 12.489808350476977)
(-20.708509098299974, 148.60841788974136, 112.36738740581048, 15.532521385630904)
(-17.347198102806555, 146.87025505461315, 111.05899813674307, 18.46405881506352)
(-14.097344645476733, 145.05671739889681, 109.67558903368251, 21.283783719737553)
(-10.959433899742198, 143.17355978055497, 108.2228009041017, 23.991324976711063)
(-7.933696131113865, 141.22640872154975, 106.70614842912087, 26.586564161315017)
(-5.0201198797845965, 139.2207540596977, 105.13101179920949, 29.069622380703613)
(-2.2184651541472826, 137.16194155444137, 103.50262930358056, 31.440847096713519)
(0.47172341862691081, 135.05516641350974, 101.82609084025806, 33.700798991878585)
(3.0511035347341342, 132.90546770546493, 100.10633231182364, 35.85023892837544)
(5.5205222943638539, 130.71772362150259, 98.348130870217844, 37.890115045648599)
(7.8810034625976995, 128.49664754856835, 96.55610097266711, 39.821550038498934)
(10.133734948493126, 126.24678491485307, 94.734691209806527, 41.645828653539667)
(12.280056536484363, 123.97251076801724, 92.888181866357215, 43.364385438144396)
(14.3214479005673, 121.6780280460502, 91.02068317427171, 44.978792772345805)
(16.259516928198156, 119.36736650047145, 89.136134218062281, 46.490749210607312)
(18.095988377436193, 117.04438223161119, 87.238302452057184, 47.902068156990204)
(19.832692887607976, 114.71275779594583, 85.330783789567306, 49.214666893986504)
(21.471556360673631, 112.37600284589037, 83.417003224373829, 50.430555982190171)
(23.014589727533664, 110.03745526304766, 81.500215945542806, 51.551829045038509)
(24.463879110741235, 107.70028274666393, 79.583508907324159, 52.580652950081017)
(25.821576392470696, 105.36748481992444, 77.669802816775501, 53.519258395619623)
(27.089890194149959, 103.04189521772578, 75.761854502754559, 54.369930909121194)
(28.271077271883691, 100.72618462066512, 73.862259631026831, 55.135002261521983)
(29.367434329680428, 98.422863701178471, 71.973455731428089, 55.81684229943081)
(30.381290250544225, 96.134286449022795, 70.097725504282238, 56.417851195284783)
(31.314998743699356, 93.86265374461928, 68.237200374598899, 56.940452113719722)
(32.170931404579292, 91.610017150143719, 66.393864263943115, 57.387084290779896)
(32.951471182725513, 89.37828288965207, 64.569557551270861, 57.760196521106707)
(33.6590062514029, 87.169215990955877, 62.765981195452291, 58.062241046906493)
(34.295924271539342, 84.984444563402278, 60.984700993642335, 58.295667841299284)
(34.864607041533603, 82.825464187156598, 59.227151951103558, 58.46291927758665)
(35.367425523541726, 80.693642391026387, 57.494642739525275, 58.566425175042838)
(35.806735236039373, 78.590223197293483, 55.788360222311944, 58.608598211020919)
(36.184872001761939, 76.516331713431811, 54.109374026723323, 58.591829688470419)
(36.504148039537867, 74.47297875197323, 52.458641144135257, 58.51848564737584)
(36.766848388047102, 72.461065461141828, 50.837010541045963, 58.390903308142974)
(36.975227649149048, 70.481387950197814, 49.245227764774839, 58.211387834572022)
(37.131507038127246, 68.534641894716856, 47.683939529085031, 57.982209403759065)
(37.23787172798307, 66.621427108274219, 46.153698266203541, 57.705600570053754)
(37.29646847477342, 64.742252068200003, 44.654966632910927, 57.383753910062495)
(37.309403510920163, 62.897538384225186, 43.188121959524764, 57.018819935620584)
(37.278740693417454, 61.087625199941577, 41.753460631705202, 56.612905261653829)
(0.0, 0.0, 0.0, 0.0)
(-132.95080014550999, 149.71487723088788, 103.22516081881462, -86.461083733436709)
(-127.93201997023888, 151.81127792720736, 105.69895282216356, -81.819694865195089)
(-122.90094401157629, 153.69340251523465, 107.96211226275693, -77.169653759098566)
(-117.86619870873172, 155.36348359210979, 110.01702209998224, -72.519737216604184)
(-112.83701492316169, 156.82517893335984, 111.86716727220961, -67.87900326201148)
(-107.82225147500721, 158.08251137219796, 113.51640194296765, -63.256142045776912)
(-102.83038854285974, 159.13984513484431, 114.96892415824813, -58.659467566263551)
(-97.869518307970893, 160.00185689566575, 116.22924690179156, -54.096908314096694)
(-92.947337591212843, 160.67350712034127, 117.30216942938266, -49.575999900254246)
(-88.071142381136667, 161.16001178617091, 118.19274897989135, -45.10387957485711)
(-83.247824170068398, 161.46681458784633, 118.90627297134502, -40.687282553567101)
(-78.483868010569282, 161.5995597274883, 119.44823178084826, -36.332540063929244)
(-73.785352200935421, 161.5640653784107, 119.82429219782098, -32.045579020345713)
(-69.157949505576639, 161.36629790281827, 120.04027163077204, -27.831923233530414)
(-64.606929814044975, 161.01234689453284, 120.10211313871481, -23.696696058226948)
(-60.137164141148411, 160.50840110893796, 120.01586134942407, -19.644624381634522)
(-55.7531298699285, 159.86072533366294, 119.7876393180666, -15.680043854332157)
(-51.458917139265672, 159.07563824515475, 119.42362637136345, -11.806905265474382)
(-47.258236278446674, 158.15949128823118, 118.93003697438783, -8.0287819646033363)
(-43.154426192140868, 157.11864860800864, 118.31310064940205, -4.3488782335342817)
(-39.150463600835792, 155.95946805627563, 117.57904296881424, -0.77003851337438967)
(-35.248973043828492, 154.68828328746091, 116.73406763741416, 2.7052426062182442)
(-31.452237554311104, 153.31138695283519, 115.78433967253594, 6.0748097259881568)
(-27.762209918876252, 151.83501499550059, 114.73596968471232, 9.3368353919120235)
(-24.180524436861678, 150.2653320430729, 113.59499925573424, 12.489808350476977)
(-20.708509098299974, 148.60841788974136, 112.36738740581048, 15.532521385630904)
(-17.347198102806555, 146.87025505461315, 111.05899813674307, 18.46405881506352)
(-14.097344645476733, 145.05671739889681, 109.67558903368251, 21.283783719737553)
(-10.959433899742198, 143.17355978055497, 108.2228009041017, 23.991324976711063)
(-7.933696131113865, 141.22640872154975, 106.70614842912087, 26.586564161315017)
(-5.0201198797845965, 139.2207540596977, 105.13101179920949, 29.069622380703613)
(-2.2184651541472826, 137.16194155444137, 103.50262930358056, 31.440847096713519)
(0.47172341862691081, 135.05516641350974, 101.82609084025806, 33.700798991878585)
(3.0511035347341342, 132.90546770546493, 100.10633231182364, 35.85023892837544)
(5.5205222943638539, 130.71772362150259, 98.348130870217844, 37.890115045648599)
(7.8810034625976995, 128.49664754856835, 96.55610097266711, 39.821550038498934)
(10.133734948493126, 126.24678491485307, 94.734691209806527, 41.645828653539667)
(12.280056536484363, 123.97251076801724, 92.888181866357215, 43.364385438144396)
(14.3214479005673, 121.6780280460502, 91.02068317427171, 44.978792772345805)
(16.259516928198156, 119.36736650047145, 89.136134218062281, 46.490749210607312)
(18.095988377436193, 117.04438223161119, 87.238302452057184, 47.902068156990204)
(19.832692887607976, 114.71275779594583, 85.330783789567306, 49.214666893986504)
(21.471556360673631, 112.37600284589037, 83.417003224373829, 50.430555982190171)
(23.014589727533664, 110.03745526304766, 81.500215945542806, 51.551829045038509)
(24.463879110741235, 107.70028274666393, 79.583508907324159, 52.580652950081017)
(25.821576392470696, 105.36748481992444, 77.669802816775501, 53.519258395619623)
(27.089890194149959, 103.04189521772578, 75.761854502754559, 54.369930909121194)
(28.271077271883691, 100.72618462066512, 73.862259631026831, 55.135002261521983)
(29.367434329680428, 98.422863701178471, 71.973455731428089, 55.81684229943081)
(30.381290250544225, 96.134286449022795, 70.097725504282238, 56.417851195284783)
(31.314998743699356, 93.86265374461928, 68.237200374598899, 56.940452113719722)
(32.170931404579292, 91.610017150143719, 66.393864263943115, 57.387084290779896)
(32.951471182725513, 89.37828288965207, 64.569557551270861, 57.760196521106707)
(33.6590062514029, 87.169215990955877, 62.765981195452291, 58.062241046906493)
(34.295924271539342, 84.984444563402278, 60.984700993642335, 58.295667841299284)
(34.864607041533603, 82.825464187156598, 59.227151951103558, 58.46291927758665)
(35.367425523541726, 80.693642391026387, 57.494642739525275, 58.566425175042838)
(35.806735236039373, 78.590223197293483, 55.788360222311944, 58.608598211020919)
(36.184872001761939, 76.516331713431811, 54.109374026723323, 58.591829688470419)
(36.504148039537867, 74.47297875197323, 52.458641144135257, 58.51848564737584)
(36.766848388047102, 72.461065461141828, 50.837010541045963, 58.390903308142974)
(36.975227649149048, 70.481387950197814, 49.245227764774839, 58.211387834572022)
(37.131507038127246, 68.534641894716856, 47.683939529085031, 57.982209403759065)
(37.23787172798307, 66.621427108274219, 46.153698266203541, 57.705600570053754)
(37.29646847477342, 64.742252068200003, 44.654966632910927, 57.383753910062495)
(37.309403510920163, 62.897538384225186, 43.188121959524764, 57.018819935620584)
(37.278740693417454, 61.087625199941577, 41.753460631705202, 56.612905261653829)
(0.0, 0.0, 0.0, 0.0)
